image_path,dataset,original_class,mapped_class,background,split,is_duplicate
data\raw\dhan_shomadhan\Field Background\Rice Turgro\rtf_52.jpg,dhan_shomadhan,Rice Turgro,tungro,field,train,False
data\raw\dhan_shomadhan\Field Background\Rice Turgro\rtf_53.jpg,dhan_shomadhan,Rice Turgro,tungro,field,train,False
data\raw\dhan_shomadhan\Field Background\Rice Turgro\rtf_54.jpg,dhan_shomadhan,Rice Turgro,tungro,field,train,False
data\raw\dhan_shomadhan\Field Background\Rice Turgro\rtf_55.jpg,dhan_shomadhan,Rice Turgro,tungro,field,val,False
data\raw\dhan_shomadhan\Field Background\Rice Turgro\rtf_56.jpg,dhan_shomadhan,Rice Turgro,tungro,field,val,False
data\raw\dhan_shomadhan\Field Background\Rice Turgro\rtf_57.jpg,dhan_shomadhan,Rice Turgro,tungro,field,train,False
data\raw\dhan_shomadhan\Field Background\Rice Turgro\rtf_58.jpg,dhan_shomadhan,Rice Turgro,tungro,field,train,False
data\raw\dhan_shomadhan\Field Background\Rice Turgro\rtf_59.jpg,dhan_shomadhan,Rice Turgro,tungro,field,train,False
data\raw\dhan_shomadhan\Field Background\Rice Turgro\rtf_6.jpg,dhan_shomadhan,Rice Turgro,tungro,field,train,False
data\raw\dhan_shomadhan\Field Background\Rice Turgro\rtf_60.jpg,dhan_shomadhan,Rice Turgro,tungro,field,val,False
data\raw\dhan_shomadhan\Field Background\Rice Turgro\rtf_61.jpg,dhan_shomadhan,Rice Turgro,tungro,field,train,False
data\raw\dhan_shomadhan\Field Background\Rice Turgro\rtf_62.jpg,dhan_shomadhan,Rice Turgro,tungro,field,val,False
data\raw\dhan_shomadhan\Field Background\Rice Turgro\rtf_63.jpg,dhan_shomadhan,Rice Turgro,tungro,field,test,False
data\raw\dhan_shomadhan\Field Background\Rice Turgro\rtf_64.jpg,dhan_shomadhan,Rice Turgro,tungro,field,val,False
data\raw\dhan_shomadhan\Field Background\Rice Turgro\rtf_65.jpg,dhan_shomadhan,Rice Turgro,tungro,field,train,False
data\raw\dhan_shomadhan\Field Background\Rice Turgro\rtf_66.jpg,dhan_shomadhan,Rice Turgro,tungro,field,train,False
data\raw\dhan_shomadhan\Field Background\Rice Turgro\rtf_67.jpg,dhan_shomadhan,Rice Turgro,tungro,field,test,False
data\raw\dhan_shomadhan\Field Background\Rice Turgro\rtf_68.jpg,dhan_shomadhan,Rice Turgro,tungro,field,train,False
data\raw\dhan_shomadhan\Field Background\Rice Turgro\rtf_69.jpg,dhan_shomadhan,Rice Turgro,tungro,field,train,False
data\raw\dhan_shomadhan\Field Background\Rice Turgro\rtf_7.jpg,dhan_shomadhan,Rice Turgro,tungro,field,train,False
data\raw\dhan_shomadhan\Field Background\Rice Turgro\rtf_70.jpg,dhan_shomadhan,Rice Turgro,tungro,field,test,False
data\raw\dhan_shomadhan\Field Background\Rice Turgro\rtf_71.jpg,dhan_shomadhan,Rice Turgro,tungro,field,test,False
data\raw\dhan_shomadhan\Field Background\Rice Turgro\rtf_72.jpg,dhan_shomadhan,Rice Turgro,tungro,field,train,False
data\raw\dhan_shomadhan\Field Background\Rice Turgro\rtf_73.jpg,dhan_shomadhan,Rice Turgro,tungro,field,train,False
data\raw\dhan_shomadhan\Field Background\Rice Turgro\rtf_74.jpg,dhan_shomadhan,Rice Turgro,tungro,field,val,False
data\raw\dhan_shomadhan\Field Background\Rice Turgro\rtf_75.jpg,dhan_shomadhan,Rice Turgro,tungro,field,train,False
data\raw\dhan_shomadhan\Field Background\Rice Turgro\rtf_8.jpg,dhan_shomadhan,Rice Turgro,tungro,field,train,False
data\raw\dhan_shomadhan\Field Background\Rice Turgro\rtf_9.jpg,dhan_shomadhan,Rice Turgro,tungro,field,test,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_0.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_1.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_10.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_11.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_12.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_13.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_14.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_15.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_16.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_17.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,test,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_18.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_19.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_2.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_20.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,val,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_21.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_22.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_23.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,test,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_24.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,val,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_25.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_26.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_27.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,val,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_28.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_29.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_3.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,val,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_30.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,test,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_31.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_32.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_33.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_34.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_35.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,test,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_36.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_37.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_38.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_39.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,test,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_4.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_40.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_41.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_42.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,test,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_43.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,test,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_44.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,val,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_45.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,val,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_46.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_47.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_48.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_49.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_5.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_50.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_51.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_52.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_53.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,val,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_54.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_55.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,test,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_56.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_57.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_58.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_59.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_6.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_60.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_61.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,test,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_62.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_63.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_7.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,train,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_8.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,test,False
data\raw\dhan_shomadhan\Field Background\Sheath Blight\sbf_9.jpg,dhan_shomadhan,Sheath Blight,sheath_blight,field,test,False
data\raw\brri_rice_disease_pest\Healthy\HL_1.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_10.jpg,brri_rice_disease_pest,Healthy,healthy,,test,False
data\raw\brri_rice_disease_pest\Healthy\HL_100.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_101.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_102.jpg,brri_rice_disease_pest,Healthy,healthy,,val,False
data\raw\brri_rice_disease_pest\Healthy\HL_103.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_104.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_105.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_106.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_107.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_108.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_109.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_11.jpg,brri_rice_disease_pest,Healthy,healthy,,val,False
data\raw\brri_rice_disease_pest\Healthy\HL_110.jpg,brri_rice_disease_pest,Healthy,healthy,,test,False
data\raw\brri_rice_disease_pest\Healthy\HL_111.jpg,brri_rice_disease_pest,Healthy,healthy,,test,False
data\raw\brri_rice_disease_pest\Healthy\HL_112.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_113.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_114.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_115.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_116.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_117.jpg,brri_rice_disease_pest,Healthy,healthy,,test,False
data\raw\brri_rice_disease_pest\Healthy\HL_118.jpg,brri_rice_disease_pest,Healthy,healthy,,test,False
data\raw\brri_rice_disease_pest\Healthy\HL_119.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_12.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_120.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_121.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_122.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_123.jpg,brri_rice_disease_pest,Healthy,healthy,,val,False
data\raw\brri_rice_disease_pest\Healthy\HL_124.jpg,brri_rice_disease_pest,Healthy,healthy,,val,False
data\raw\brri_rice_disease_pest\Healthy\HL_125.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_126.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_127.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_128.jpg,brri_rice_disease_pest,Healthy,healthy,,val,False
data\raw\brri_rice_disease_pest\Healthy\HL_129.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_13.jpg,brri_rice_disease_pest,Healthy,healthy,,test,False
data\raw\brri_rice_disease_pest\Healthy\HL_130.jpg,brri_rice_disease_pest,Healthy,healthy,,val,False
data\raw\brri_rice_disease_pest\Healthy\HL_131.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_132.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_133.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_134.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_135.jpg,brri_rice_disease_pest,Healthy,healthy,,test,False
data\raw\brri_rice_disease_pest\Healthy\HL_136.jpg,brri_rice_disease_pest,Healthy,healthy,,val,False
data\raw\brri_rice_disease_pest\Healthy\HL_137.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_138.jpg,brri_rice_disease_pest,Healthy,healthy,,val,False
data\raw\brri_rice_disease_pest\Healthy\HL_139.jpg,brri_rice_disease_pest,Healthy,healthy,,val,False
data\raw\brri_rice_disease_pest\Healthy\HL_14.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_140.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_141.jpg,brri_rice_disease_pest,Healthy,healthy,,val,False
data\raw\brri_rice_disease_pest\Healthy\HL_142.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_143.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_144.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_145.jpg,brri_rice_disease_pest,Healthy,healthy,,val,False
data\raw\brri_rice_disease_pest\Healthy\HL_146.jpg,brri_rice_disease_pest,Healthy,healthy,,test,False
data\raw\brri_rice_disease_pest\Healthy\HL_147.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_148.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_149.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_15.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_150.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_151.jpg,brri_rice_disease_pest,Healthy,healthy,,test,False
data\raw\brri_rice_disease_pest\Healthy\HL_152.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_153.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_154.jpg,brri_rice_disease_pest,Healthy,healthy,,val,False
data\raw\brri_rice_disease_pest\Healthy\HL_155.jpg,brri_rice_disease_pest,Healthy,healthy,,test,False
data\raw\brri_rice_disease_pest\Healthy\HL_156.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_157.jpg,brri_rice_disease_pest,Healthy,healthy,,test,False
data\raw\brri_rice_disease_pest\Healthy\HL_158.jpg,brri_rice_disease_pest,Healthy,healthy,,val,False
data\raw\brri_rice_disease_pest\Healthy\HL_159.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_16.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_160.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_161.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_162.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_163.jpg,brri_rice_disease_pest,Healthy,healthy,,test,False
data\raw\brri_rice_disease_pest\Healthy\HL_164.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_165.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_166.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_167.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_168.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_169.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_17.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_170.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_171.jpg,brri_rice_disease_pest,Healthy,healthy,,test,False
data\raw\brri_rice_disease_pest\Healthy\HL_172.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_173.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_174.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_175.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_176.jpg,brri_rice_disease_pest,Healthy,healthy,,val,False
data\raw\brri_rice_disease_pest\Healthy\HL_177.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_178.jpg,brri_rice_disease_pest,Healthy,healthy,,test,False
data\raw\brri_rice_disease_pest\Healthy\HL_179.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_18.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_180.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_181.jpg,brri_rice_disease_pest,Healthy,healthy,,test,False
data\raw\brri_rice_disease_pest\Healthy\HL_182.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_183.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_184.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_185.jpg,brri_rice_disease_pest,Healthy,healthy,,val,False
data\raw\brri_rice_disease_pest\Healthy\HL_186.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_187.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_188.jpg,brri_rice_disease_pest,Healthy,healthy,,val,False
data\raw\brri_rice_disease_pest\Healthy\HL_189.jpg,brri_rice_disease_pest,Healthy,healthy,,test,False
data\raw\brri_rice_disease_pest\Healthy\HL_19.jpg,brri_rice_disease_pest,Healthy,healthy,,val,False
data\raw\brri_rice_disease_pest\Healthy\HL_190.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_191.jpg,brri_rice_disease_pest,Healthy,healthy,,test,False
data\raw\brri_rice_disease_pest\Healthy\HL_192.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_193.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_194.jpg,brri_rice_disease_pest,Healthy,healthy,,test,False
data\raw\brri_rice_disease_pest\Healthy\HL_195.jpg,brri_rice_disease_pest,Healthy,healthy,,test,False
data\raw\brri_rice_disease_pest\Healthy\HL_196.jpg,brri_rice_disease_pest,Healthy,healthy,,val,False
data\raw\brri_rice_disease_pest\Healthy\HL_197.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_198.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_199.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_2.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_20.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_200.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_201.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_202.jpg,brri_rice_disease_pest,Healthy,healthy,,val,False
data\raw\brri_rice_disease_pest\Healthy\HL_203.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_204.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_205.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_206.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_207.jpg,brri_rice_disease_pest,Healthy,healthy,,val,False
data\raw\brri_rice_disease_pest\Healthy\HL_208.jpg,brri_rice_disease_pest,Healthy,healthy,,test,False
data\raw\brri_rice_disease_pest\Healthy\HL_209.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_21.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_210.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_211.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_212.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_213.jpg,brri_rice_disease_pest,Healthy,healthy,,val,False
data\raw\brri_rice_disease_pest\Healthy\HL_214.jpg,brri_rice_disease_pest,Healthy,healthy,,test,False
data\raw\brri_rice_disease_pest\Healthy\HL_215.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_216.jpg,brri_rice_disease_pest,Healthy,healthy,,test,False
data\raw\brri_rice_disease_pest\Healthy\HL_217.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_218.jpg,brri_rice_disease_pest,Healthy,healthy,,train,False
data\raw\brri_rice_disease_pest\Healthy\HL_219.jpg,brri_rice_disease_pest,Healthy,healthy,,val,False
data\raw\brri_rice_disease_pest\Healthy\HL_22.jpg,brri_rice_disease_pest,Healthy,healthy,,val,False
